name	location	kind	frame	typed_over	status	statement	note
zetaZeroEnum	Concentricity/ZetaDivisor.lean:147	def	MAP-address	zeta	def	zetaZeroEnum : ℕ ≃ ↥zetaZeroPairs — the bijective enumeration of the divisor pairs (nonempty_denumerable_iff: countable + infinite).	The addressing bijection behind zetaSphereZero.
zetaSphereZero	Concentricity/ZetaDivisor.lean:157	def	MAP-address	zeta	def	zetaSphereZero n = (zetaZeroEnum n).1.1 — the divisor-repeated enumeration: each upper-half zero appears exactly multiplicity-many times.	The sphereZero data of cor:zeta-section (author ruling 2026-07-05).
zetaSphereZero_mem	Concentricity/ZetaDivisor.lean:160	theorem	MAP-address	zeta	proved	zetaSphereZero n ∈ zetaUpperZeros for every n.	Membership row of the enumeration.
zetaSphereZero_im_pos	Concentricity/ZetaDivisor.lean:164	theorem	MAP-address	zeta	proved	0 < (zetaSphereZero n).im for every n — every enumerated zero is strictly upper-half.	Feeds c3_sphere_nonreal.
zetaSphereZero_zero	Concentricity/ZetaDivisor.lean:167	theorem	MAP-address	zeta	proved	riemannZeta (zetaSphereZero n) = 0 for every n — every enumerated point is a zero.	Faithfulness of the address map to the zero set.
zetaSphereZero_surjective	Concentricity/ZetaDivisor.lean:172	theorem	MAP-address	zeta	proved	For s ∈ zetaUpperZeros: ∃ n, zetaSphereZero n = s — completeness: every upper-half zero is enumerated.	The divisor surjects onto the zero set.
zetaSphereZero_range	Concentricity/ZetaDivisor.lean:178	theorem	MAP-address	zeta	proved	Set.range zetaSphereZero = zetaUpperZeros — the range is exactly the upper-half zero set.	Exactness of the addressing.
zetaSphereZero_range_infinite	Concentricity/ZetaDivisor.lean:187	theorem	MAP-address	zeta	proved	(Set.range zetaSphereZero).Infinite — the enumerated range is infinite.	C4's engine at the enumeration; feeds c4_infinite.
zetaSphereZero_norm_lt_finite	Concentricity/ZetaWeierstrass.lean:168	theorem	MAP-address	zeta	proved	{n | ‖zetaSphereZero n‖ < R}.Finite — only finitely many enumerated zeros in any ball, via IsCompact.inter_riemannZetaZeros_finite through the pairs.	Discreteness of the enumeration; the geometric-majorant gateway.
zetaSphereZero_fiber_finite	Concentricity/ZetaXiMatch.lean:232	theorem	MAP-address	zeta	proved	{n | zetaSphereZero n = s}.Finite — the enumeration's fiber over any point is finite (sits in a norm ball).	Enumeration fiber finiteness; input to the fiber peel.
zetaSphereZero_fiber_ncard	Concentricity/ZetaXiMatch.lean:243	theorem	MAP-address	zeta	proved	For s ∈ zetaUpperZeros: {n | zetaSphereZero n = s}.ncard = zetaZeroMult s — the fiber has exactly multiplicity-many indices.	The divisor-repetition readout of the pairs construction, counted.
ASection.circleEmbed	Concentricity/ConnectedBase.lean:73	def	MAP-compactify	carrier	def	OnePoint ℝ → OnePoint ℂ := OnePoint.map Complex.ofReal — a circle point sits in the slice Riemann sphere ℂ*.	Carrier-compatible.
level_coe_cocompact_tendsto	Concentricity/LogManifold.lean:790	theorem	MAP-compactify	carrier	proved	The coe R -> OnePoint R carries the cocompact filter to nhds OnePoint.infty - both ends of the level line close up at the single infinity.	Compactification of the level line into the level CIRCLE; top-level (no namespace); feeds level_circle_meets.
ASection.normalizedZeroPoint	Concentricity/NormalizedBase.lean:79	def	MAP-compactify	mixed	def	The compactified form ↑(normalizedZeroLift n I) : OnePoint Octonion.	sphereworld + domain-H1.
G2.smul_onePoint_coe	Concentricity/Slice.lean:320	theorem	MAP-compactify	domain-H1	proved	g • (x : OnePoint Octonion) = ((g•x : Octonion) : OnePoint Octonion) (rfl).	Compactified-action compatibility at finite points; rfl plumbing with frame meaning.
sliceEmbed_eq_zero_iff	Concentricity/ZetaOctonion.lean:129	theorem	MAP-compactify	domain-H1	proved	For v ∈ S⁶: sliceEmbed v ζ = 0 ↔ ζ = 0 — the slice embedding vanishes only at the vanishing coordinate.	Chart-level injectivity at 0; support for the zero equivalence bridge.
ASection.functorA	Concentricity/AFunctor.lean:124	def	MAP-eval	old-total	def	A.Base ⥤ Grpd: obj _ = Grpd.of SphereWorld (constant on objects); map k = worldRot (poleGen ^ k.val); laws from worldRot_one/worldRot_comp.	Domain = old-base A.Base (ConnectedBase); on the contaminated functorA/TotalA/readout list; fibre is the locked SphereWorld.
ASection.F	Concentricity/ASection.lean:56	field	MAP-eval	stem	def	F : ℂ → ℂ — the intrinsic stem carrying the section; slicewise A(x+Iy) = F₁ + I·F₂ (def:section-map).	The one I-independent stem; every evaluation channel reads it.
ASection.Fstar	Concentricity/ConnectedBase.lean:26	def	MAP-eval	carrier	def	OnePoint ℂ → OnePoint ℂ: the compactified stem — Fstar ∞ = valueAtInfinity, Fstar ↑z = ↑(A.F z).	#4 of the connected-base build; carrier-compatible, rides into new architecture.
ASection.Fstar_infty	Concentricity/ConnectedBase.lean:29	theorem	MAP-eval	carrier	proved	Fstar ∞ = valueAtInfinity.	simp rfl.
ASection.Fstar_coe	Concentricity/ConnectedBase.lean:32	theorem	MAP-eval	carrier	proved	Fstar ↑z = ↑(A.F z).	simp rfl.
ASection.valuePath	Concentricity/FaithfulApply.lean:99	def	MAP-eval	stem	def	Bundled continuous value path C(unitInterval,C): t ↦ A.F (δ t) along a domain path δ avoiding the pole; continuity from C1's c1_analyticAt.	Section evaluation along a stem path; feeds gpvBase_transport.
ASection.valuePath_apply	Concentricity/FaithfulApply.lean:105	theorem	MAP-eval	stem	proved	valuePath δ hp t = A.F (δ t) (rfl unfolding).	simp rfl unfolding; borderline plumbing, kept for the eval chain.
ASection.normalizedSectionObject	Concentricity/NormalizedAction.lean:23	def	MAP-eval	mixed	def	NormalizedSlicePoint → NormalizedSlicePoint: world label retained, point sent to A.realize of it (slice preservation used literally).	Object part of the normalized section action; awaits promotion to a functor per header.
ASection.normalizedSectionObject_zero_value	Concentricity/NormalizedAction.lean:71	theorem	MAP-eval	mixed	proved	On normalized zero objects the action's value is normalizedSectionPoint n I — literal compactified section evaluation, not a fixed G2 rotation.	simp rfl; docstring contrasts with 'the previous fixed G2 rotation'.
ASection.normalizedSectionPoint	Concentricity/NormalizedBase.lean:98	def	MAP-eval	mixed	def	A.realize (normalizedZeroPoint n I) — the section's actual normalized action at a zero-sphere point.	realize from Slice.lean; the value channel.
ASection.realize_of_stem_zero	Concentricity/PhiConversion.lean:432	theorem	MAP-eval	domain-H1	proved	im x ≠ 0 ∧ A.F (sliceCoord x) = 0 → A.realize x = (0 : Octonion) — the realization at a non-real stem zero is the value-origin.	def:section-map(iii): 'if A vanishes at one point of the orbit it vanishes on the whole orbit'; guards analyticity via c1_analyticAt
ASection.phi_sphere_obj	Concentricity/PhiConversion.lean:478	theorem	MAP-eval	domain-H1	proved	(sectionFunctor A).obj (H1.of (sliceEmbed v (A.sphereZero n))) = S2.of 0 — Φ carries each zero-sphere onto the single object 0.	rmk:collapse-cone object clause as a theorem (master verbatim in docstring)
ASection.phi_glue	Concentricity/PhiConversion.lean:488	theorem	MAP-eval	domain-H1	proved	Φ-images of any two zero-sphere points (any n, m, v, w) are the SAME object of 𝒮₂ — (sectionFunctor A).obj agrees on all residue-ℂ zero-sphere points.	THE GLUE (author 2026-07-06: 'the A-section functor … is what glues these')
ASection.phi_class_eq	Concentricity/PhiConversion.lean:498	theorem	MAP-eval	domain-H1	proved	(sectionFunctor A).mapConnectedComponents (mk (H1.of (sphere point n,v))) = mk (S2.of 0) — Φ's π₀-map sends every zero-sphere class to the value-origin class.	component form of the collapse
ASection.phi_collapse_proper	Concentricity/PhiConversion.lean:595	theorem	MAP-eval	domain-H1	proved	∃ n m v (v∈S⁶): the H1-classes of spheres n, m are DISTINCT while their Φ-π₀-images are EQUAL — the section functor's π₀-map is not injective.	'the collapse belongs to this functor, not to the codomain'; C4 (c4_infinite) supplies distinct zeros
ASection.compactifiedSphereMap	Concentricity/Recovery.lean:306	def	MAP-eval	sphereworld	def	For I : SphereWorld, the map sliceSphere I.val -> sliceSphere I.val, q |-> <A.realize q.val, realize_mem_sliceSphere> - the point-level section action carrying each slice sphere into itself.	Slice preservation at point level; docstring: deliberately NOT an invented endofunctor of SphereWorld; codomain the same sphere.
ASection.compactifiedSphereMap_val	Concentricity/Recovery.lean:310	theorem	MAP-eval	sphereworld	proved	@[simp] (A.compactifiedSphereMap I q).val = A.realize q.val.	Value equation of the per-sphere section action; simp lemma with frame meaning (evaluation channel).
ASection.continuous_F_circleLoop	Concentricity/SigmaE3.lean:322	theorem	MAP-eval	stem	proved	t ↦ A.F (circleLoop c ε t) is continuous when the circle avoids A.pole.	Bundles the value-loop; from c1_analyticAt.
ASection.realize	Concentricity/Slice.lean:340	def	MAP-eval	domain-H1	def	realize A : OnePoint Octonion → OnePoint Octonion: at finite q, φ_{dir q}(F(sliceCoord q)) when F analytic at the coordinate, else ∞; at ∞, the compactified valueAtInfinity mapped by z ↦ ofReal z.re.	master def:section-map + rmk:compactify (marked derivation node); the realization of A on O* = S8.
ASection.realize_coe	Concentricity/Slice.lean:352	theorem	MAP-eval	domain-H1	proved	realize at a finite point unfolded to the if-analytic-then-embed-else-∞ form (rfl).	Definitional unfolding.
ASection.phi_shared_ladder_glue	Concentricity/SynthesisE6.lean:275	theorem	MAP-eval	mixed	proved	At shared-ladder encounters (one value −r within ε of both sphereZero n and m), Φ = sectionFunctor A carries the octonionic realizations (sliceEmbed v z into H1) to Zigzag-connected objects of S2.	ROW D: stem ASection + H1 (domain-H1) + S2 quotient slice world (TwoWorlds.lean, not the locked SliceSphereWorld head); via phi_encounter_zigzag.
ASection.phi_encounter_read_not_unique	Concentricity/SynthesisE6.lean:326	theorem	MAP-eval	mixed	proved	Near ONE zero-sphere, two encounters at distinct values −r₁ ≠ −r₂ have Φ-images NOT Zigzag-connected in S2: the conserved modulus read r₁² ≠ r₂² separates them.	ROW E (E5 × Φ): Φ assigns no canonical S2-component to a single zero-sphere; via S2.zigzag_modulus, realize_coe; same register mix as ROW D.
sectionFunctor	Concentricity/TwoWorlds.lean:142	def	MAP-eval	domain-H1	def	sectionFunctor (A : ASection) : H1 ⥤ S2 — obj x ↦ S2.of (A.realize (back x)); map f ↦ directionHom f.val along realize_equivariant; functoriality by directionHom_one/mul.	Φ, master thm:section-functor, CLOSED (Phase 4 #9); the central section-functor object of the build
sectionFunctor_obj	Concentricity/TwoWorlds.lean:166	theorem	MAP-eval	domain-H1	proved	(sectionFunctor A).obj (H1.of x) = S2.of (A.realize x) — by rfl.	object pin of thm:section-functor: 'Φ(q) = A(q) on objects'
ASection.realize_sphereLoop	Concentricity/WeldW3.lean:458	theorem	MAP-eval	mixed	proved	A.realize (sphereLoop n v ε t : OnePoint Octonion) = sliceEmbed v (A.F (circleLoop (sphereZero n) ε t)) — the realized value loop rides the SAME companion v.	WELD (d): slice preservation of values, def:section-map(i); via realize_coe (Slice.lean) + C1 analyticity; ASection + OnePoint Octonion.
zetaC	Concentricity/ZetaCstar.lean:29	def	MAP-eval	carrier	def	zetaC : OnePoint ℂ → OnePoint ℂ — ζ_ℂ*: s ↦ ζ(s) for s ≠ 1, 1 ↦ ∞ (the simple pole), ∞ ↦ 1 — the compactified classical zeta on the Riemann sphere.	Master def:zeta-Cstar verbatim in docstring; the ζ instance of Fstar-style compactified evaluation on OnePoint ℂ endpoints.
zetaC_coe	Concentricity/ZetaCstar.lean:34	theorem	MAP-eval	carrier	proved	For s ≠ 1: zetaC (s : OnePoint ℂ) = (riemannZeta s : OnePoint ℂ) — the coordinate clause of def:zeta-Cstar.	ζ instance layer; finite-point agreement.
zetaO	Concentricity/ZetaOctonion.lean:53	def	MAP-eval	domain-H1	def	zetaO : OnePoint Octonion → OnePoint Octonion — ∞ ↦ 1; s = 1 ↦ ∞; else s ↦ sliceEmbed (dir s) (riemannZeta (sliceCoord s)) — master def:zeta_O, all four clauses.	The ζ member's section evaluation on 𝕆*; junk-robust dir/sliceCoord display per Octonion.exp convention.
zetaO_ofReal	Concentricity/ZetaOctonion.lean:198	theorem	MAP-eval	domain-H1	proved	For real σ ≠ 1: zetaO (ofReal σ) = ofReal ((riemannZeta σ).re) — def:zeta_O(ii) faithfulness: at real points the display collapses to the real classical value.	Evaluation clause on the real axis — the section's values over base-circle points; direction junk never consumed.
ASection.great_circle_lift_through_degenerate	Concentricity/FaithfulApply.lean:198	theorem	MAP-lift	stem	proved	Along a real path with negative values, for EVERY k: ∃ lift Γ with exp(Γ t)=F(x t), level =log‖F(x t)‖ continuous, height constant at (2k+1)π.	Author correction (1) as theorem: the lift passes THROUGH the degenerate set; Rem 2.1 binds direction only.
closed_lift_of_no_interior_flip	Concentricity/FlipWeld.lean:842	theorem	MAP-lift	stem	proved	Closed nonvanishing loop, finite obstruction set, no interior flips: ∃ γ' with exp∘γ' = γ and γ' 1 = γ' 0 — the lift exists AND closes.	Cor 5.13's no-flip instance end-to-end on the stem; closes via stemWinding_eq_zero_iff (SigmaE3).
lift_ladder	Concentricity/InboxWire.lean:73	theorem	MAP-lift	stem	proved	For nonvanishing γ with continuation γ₁ (exp∘γ₁ = γ): γ₂ is a continuation iff ∃ k : ℤ, γ₂ = γ₁ + k·2πi — the branch ladder is TOTAL.	[INBOX] GPV Prop 4.3 + Def 3.5 eq (3.1), stem form; forward via winding_lift_unique (Toolkit)
ASection.euler_branch_ladder	Concentricity/InboxWire.lean:113	theorem	MAP-lift	mixed	proved	For a half-space path z (Ω₀ < re): γ₂ is a continuation of A∘z iff ∃ k, γ₂ = Σ'ℓ_p(z t) + k·2πi — the branches of log A right of the wall ARE the Euler sum + 2πik.	ASection stem fields (F, ℓ, Ω₀) + stem paths; consumes ALL four C2 clauses; C2 = the k=0 branch (OBJ-presentation angle)
KeystoneAssembly.value_loop_lift_defect	Concentricity/KeystoneAssembly.lean:35	theorem	MAP-lift	stem	proved	For a closed γ avoiding pole and zeros of A.F: ∃ lift γ' of t ↦ A.F(γ t) with defect k·2πi for some k : ℤ.	Clause (a) of the placement sentence, consumed: exists_log_continuation + winding_loop_defect; σ/σᶜ closure clause NOT consumed (recorded gap).
KeystoneAssembly.value_loop_lift_unique	Concentricity/KeystoneAssembly.lean:52	theorem	MAP-lift	stem	proved	Two lifts of a nonvanishing v with equal initial values are equal (γ₁ = γ₂).	Clause (c): unique-tame lift wrapper over winding_lift_unique (Toolkit).
Octonion.exp_eq_neg_ofReal_iff	Concentricity/LogManifold.lean:243	theorem	MAP-lift	domain-H1	proved	For r > 0: exp q = ofReal(-r) iff q = sliceEmbed v <log r, (2k+1)pi> for some v in unitImaginarySphere and k : Z - the degenerate fibre formula pointwise.	lem:exp-degenerate in iff form, read off the proved exp_fibre_neg_real (Toolkit.lean).
Octonion.real_segment_lift_neg	Concentricity/LogManifold.lean:259	theorem	MAP-lift	domain-H1	proved	A value path inside R- has, for every direction v in S6 and every odd rung 2k+1, a continuous octonionic lift Gamma t = sliceEmbed v <log|x t|, (2k+1)pi> with exp o Gamma = x.	The lift THROUGH the degenerate set - where log r lives (author's correction (1)); GPV S5 prose U1(b).
Octonion.real_segment_lift_pos	Concentricity/LogManifold.lean:288	theorem	MAP-lift	domain-H1	proved	A value path inside R+ has, for every v in S6 and even rung 2k, a continuous lift Gamma t = sliceEmbed v <log|x t|, 2k pi> with exp o Gamma = x.	Even-rung lifts over positive reals; k = 0 is the real branch log o gamma (Rem 2.1 closing clause).
Octonion.Eexp	Concentricity/LogManifold.lean:351	def	MAP-lift	domain-H1	def	The E+-exponential Eexp q = (exp q, im q) : Octonion -> Octonion x Octonion (VS Prop 5.1 on the repo's type).	SOURCED docstring quotes VS Prop 5.1 verbatim; smooth (immersion/diffeo) structure recorded untranscribed.
Octonion.logManifold	Concentricity/LogManifold.lean:357	def	MAP-lift	domain-H1	def	The logarithm manifold E+_O := Set.range Eexp, a subset of Octonion x Octonion - the image of the exponential graph (master thm:log-manifold 'equivalently' clause).	The degenerate spheres of VS Rem 5.2(b) live inside it (logManifold_fibre_neg_real).
Octonion.Llog	Concentricity/LogManifold.lean:375	def	MAP-lift	domain-H1	def	The E+-logarithm Llog (q,p) := ofReal(log||q||) + p, stated on all of O x O; consumed on logManifold (VS's domain).	SOURCED: VS Def 5.3 verbatim in docstring ('L(q,p) := log|q| + p').
Octonion.Llog_Eexp	Concentricity/LogManifold.lean:384	theorem	MAP-lift	domain-H1	proved	L o E = id: Llog (Eexp q) = q (VS Prop 5.4 left-inverse identity).	The single-valuedness of the master's 'unwraps the multivalued logarithm'; from norm_exp.
